externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
extent_of_reaction:picomol,PicoMOL,pmol,PicoMole,Extent Of Reaction,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoMOL
extent_of_reaction:mol,MOL,mol,mole,Extent Of Reaction,1,None,qudt.org,http://qudt.org/vocab/unit/MOL
fast_fission_factor:unitless,UNITLESS,ä¸,Unitless,Fast Fission Factor,1,None,qudt.org,http://qudt.org/vocab/unit/UNITLESS
fermi_angular_wavenumber:rad-per-m,RAD-PER-M,rad/m,radian per metre,Fermi Angular Wavenumber,1,None,qudt.org,http://qudt.org/vocab/unit/RAD-PER-M
fermi_energy:attoj,AttoJ,aJ,Attojoule,Fermi Energy,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/AttoJ
fermi_energy:btu_it,BTU_IT,Btu{IT},British Thermal Unit (International Definition),Fermi Energy,1055.055853,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT
fermi_energy:btu_th,BTU_TH,Btu{th},British Thermal Unit (Thermochemical Definition),Fermi Energy,1054.350265,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH
fermi_energy:ev,EV,eV,Electron Volt,Fermi Energy,1.60E-19,None,qudt.org,http://qudt.org/vocab/unit/EV
fermi_energy:erg,ERG,erg,Erg,Fermi Energy,1.00E-07,None,qudt.org,http://qudt.org/vocab/unit/ERG
fermi_energy:exaj,ExaJ,EJ,Exajoule,Fermi Energy,1.00E+18,None,qudt.org,http://qudt.org/vocab/unit/ExaJ
fermi_energy:femtoj,FemtoJ,fJ,Femtojoule,Fermi Energy,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoJ
fermi_energy:ft-lb_f,FT-LB_F,ft⋅lbf,Foot Pound Force,Fermi Energy,1.35581807,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F
fermi_energy:ft-pdl,FT-PDL,ft⋅pdl,Foot Poundal,Fermi Energy,0.04214011009,None,qudt.org,http://qudt.org/vocab/unit/FT-PDL
fermi_energy:gigaev,GigaEV,GeV,Giga Electron Volt,Fermi Energy,1.60E-10,None,qudt.org,http://qudt.org/vocab/unit/GigaEV
fermi_energy:gigaj,GigaJ,GJ,Gigajoule,Fermi Energy,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaJ
fermi_energy:gigaw-hr,GigaW-HR,GW⋅hr,Gigawatt Hour,Fermi Energy,3600000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaW-HR
fermi_energy:e_h,E_h,Ha,Hartree,Fermi Energy,4.36E-18,None,qudt.org,http://qudt.org/vocab/unit/E_h
fermi_energy:cal_it,CAL_IT,cal{IT},International Table calorie,Fermi Energy,4.1868,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT
fermi_energy:kilobtu_it,KiloBTU_IT,kBtu{IT},Kilo British Thermal Unit (International Definition),Fermi Energy,105505.5853,None,qudt.org,http://qudt.org/vocab/unit/KiloBTU_IT
fermi_energy:kilobtu_th,KiloBTU_TH,kBtu{th},Kilo British Thermal Unit (Thermochemical Definition),Fermi Energy,1054350.265,None,qudt.org,http://qudt.org/vocab/unit/KiloBTU_TH
fermi_energy:kiloev,KiloEV,keV,Kilo Electron Volt,Fermi Energy,1.60E-16,None,qudt.org,http://qudt.org/vocab/unit/KiloEV
fermi_energy:kilocal,KiloCAL,kcal,Kilocalorie,Fermi Energy,4184,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL
fermi_energy:kiloj,KiloJ,kJ,Kilojoule,Fermi Energy,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloJ
fermi_energy:kilov-a-hr,KiloV-A-HR,kV⋅A/hr,Kilovolt Ampere Hour,Fermi Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloV-A-HR
fermi_energy:kilov-a_reactive-hr,KiloV-A_Reactive-HR,kV⋅A{Reactive}⋅hr,Kilovolt Ampere Reactive Hour,Fermi Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloV-A_Reactive-HR
fermi_energy:kilow-hr,KiloW-HR,kW⋅h,Kilowatthour,Fermi Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloW-HR
fermi_energy:megaev,MegaEV,MeV,Mega Electron Volt,Fermi Energy,1.60E-13,None,qudt.org,http://qudt.org/vocab/unit/MegaEV
fermi_energy:megaj,MegaJ,MJ,Megajoule,Fermi Energy,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ
fermi_energy:megatoe,MegaTOE,megatoe,Megaton of Oil Equivalent,Fermi Energy,4.19E+16,None,qudt.org,http://qudt.org/vocab/unit/MegaTOE
fermi_energy:megav-a-hr,MegaV-A-HR,MV⋅A⋅hr,Megavolt Ampere Hour,Fermi Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A-HR
fermi_energy:megav-a_reactive-hr,MegaV-A_Reactive-HR,MV⋅A{Reactive}⋅hr,Megavolt Ampere Reactive Hour,Fermi Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A_Reactive-HR
fermi_energy:megaw-hr,MegaW-HR,MW⋅hr,Megawatt Hour,Fermi Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaW-HR
fermi_energy:microj,MicroJ,µJ,Micro Joule,Fermi Energy,1.00E-06,0,qudt.org,http://qudt.org/vocab/unit/MicroJ
fermi_energy:millij,MilliJ,mJ,Millijoule,Fermi Energy,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliJ
fermi_energy:petaj,PetaJ,PJ,Petajoule,Fermi Energy,1E+15,None,qudt.org,http://qudt.org/vocab/unit/PetaJ
fermi_energy:quad,QUAD,quad,Quad,Fermi Energy,1.06E+18,None,qudt.org,http://qudt.org/vocab/unit/QUAD
fermi_energy:thm_eec,THM_EEC,thm{EEC},THM_EEC,Fermi Energy,None,None,qudt.org,http://qudt.org/vocab/unit/THM_EEC
fermi_energy:teraj,TeraJ,TJ,Terajoule,Fermi Energy,1000000000000,None,qudt.org,http://qudt.org/vocab/unit/TeraJ
fermi_energy:teraw-hr,TeraW-HR,TW⋅hr,Terawatt Hour,Fermi Energy,3.6E+15,None,qudt.org,http://qudt.org/vocab/unit/TeraW-HR
fermi_energy:thm_us,THM_US,thm{US},Therm US,Fermi Energy,105480400,None,qudt.org,http://qudt.org/vocab/unit/THM_US
fermi_energy:cal_th,CAL_TH,cal,Thermochemical Calorie,Fermi Energy,4.184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH
fermi_energy:tonenergy,TonEnergy,t/lbf,Ton Energy,Fermi Energy,4184000000,None,qudt.org,http://qudt.org/vocab/unit/TonEnergy
fermi_energy:toe,TOE,toe,Ton of Oil Equivalent,Fermi Energy,41868000000,None,qudt.org,http://qudt.org/vocab/unit/TOE
fermi_energy:v-a-hr,V-A-HR,V⋅A⋅hr,Volt Ampere Hour,Fermi Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A-HR
fermi_energy:v-a_reactive-hr,V-A_Reactive-HR,V⋅A{reactive}⋅hr,Volt Ampere Reactive Hour,Fermi Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A_Reactive-HR
fermi_energy:w-sec,W-SEC,W⋅s,Watt Second,Fermi Energy,1,None,qudt.org,http://qudt.org/vocab/unit/W-SEC
fermi_energy:w-hr,W-HR,W⋅hr,Watthour,Fermi Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/W-HR
fermi_energy:j,J,J,joule,Fermi Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J
final_or_current_vehicle_mass:ton_assay,TON_Assay,AT,Assay Ton,Final Or Current Vehicle Mass,0.02916667,None,qudt.org,http://qudt.org/vocab/unit/TON_Assay
final_or_current_vehicle_mass:amu,AMU,amu,Atomic mass unit,Final Or Current Vehicle Mass,1.66E-27,None,qudt.org,http://qudt.org/vocab/unit/AMU
final_or_current_vehicle_mass:carat,CARAT,ct,Carat,Final Or Current Vehicle Mass,0.0002,None,qudt.org,http://qudt.org/vocab/unit/CARAT
final_or_current_vehicle_mass:centigm,CentiGM,cg,Centigram,Final Or Current Vehicle Mass,1.00E-05,None,qudt.org,http://qudt.org/vocab/unit/CentiGM
final_or_current_vehicle_mass:decagm,DecaGM,dag,Decagram,Final Or Current Vehicle Mass,0.01,None,qudt.org,http://qudt.org/vocab/unit/DecaGM
final_or_current_vehicle_mass:decitonne,DeciTONNE,dt,DeciTonne,Final Or Current Vehicle Mass,100,None,qudt.org,http://qudt.org/vocab/unit/DeciTONNE
final_or_current_vehicle_mass:decigm,DeciGM,dg,Decigram,Final Or Current Vehicle Mass,0.0001,None,qudt.org,http://qudt.org/vocab/unit/DeciGM
final_or_current_vehicle_mass:dram_uk,DRAM_UK,dr{UK},Dram (UK),Final Or Current Vehicle Mass,0.001771845195,None,qudt.org,http://qudt.org/vocab/unit/DRAM_UK
final_or_current_vehicle_mass:dram_us,DRAM_US,dr{US},Dram (US),Final Or Current Vehicle Mass,0.0038879346,None,qudt.org,http://qudt.org/vocab/unit/DRAM_US
final_or_current_vehicle_mass:earthmass,EarthMass,M⊕,Earth mass,Final Or Current Vehicle Mass,5.97E+24,None,qudt.org,http://qudt.org/vocab/unit/EarthMass
final_or_current_vehicle_mass:femtogm,FemtoGM,fg,FemtoGram,Final Or Current Vehicle Mass,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/FemtoGM
final_or_current_vehicle_mass:grain,GRAIN,gr{UK},Grain,Final Or Current Vehicle Mass,6.48E-05,None,qudt.org,http://qudt.org/vocab/unit/GRAIN
final_or_current_vehicle_mass:gm,GM,g,Gram,Final Or Current Vehicle Mass,0.001,None,qudt.org,http://qudt.org/vocab/unit/GM
final_or_current_vehicle_mass:hectogm,HectoGM,hg,Hectogram,Final Or Current Vehicle Mass,0.1,None,qudt.org,http://qudt.org/vocab/unit/HectoGM
final_or_current_vehicle_mass:cwt_short,CWT_SHORT,cwt{short},Hundred Weight - Short,Final Or Current Vehicle Mass,45.359237,None,qudt.org,http://qudt.org/vocab/unit/CWT_SHORT
final_or_current_vehicle_mass:hundredweight_uk,Hundredweight_UK,cwt{long},Hundredweight (UK),Final Or Current Vehicle Mass,50.80235,None,qudt.org,http://qudt.org/vocab/unit/Hundredweight_UK
final_or_current_vehicle_mass:hundredweight_us,Hundredweight_US,cwt{short},Hundredweight (US),Final Or Current Vehicle Mass,45.35924,None,qudt.org,http://qudt.org/vocab/unit/Hundredweight_US
final_or_current_vehicle_mass:kilotonne,KiloTONNE,kt,KiloTonne,Final Or Current Vehicle Mass,1000000,None,qudt.org,http://qudt.org/vocab/unit/KiloTONNE
final_or_current_vehicle_mass:cwt_long,CWT_LONG,cwt{long},Long Hundred Weight,Final Or Current Vehicle Mass,50.80235,None,qudt.org,http://qudt.org/vocab/unit/CWT_LONG
final_or_current_vehicle_mass:ton_long,TON_LONG,t{long},Long Ton,Final Or Current Vehicle Mass,1016.046909,None,qudt.org,http://qudt.org/vocab/unit/TON_LONG
final_or_current_vehicle_mass:lunarmass,LunarMass,Mâ¾,Lunar mass,Final Or Current Vehicle Mass,7.35E+22,None,qudt.org,http://qudt.org/vocab/unit/LunarMass
final_or_current_vehicle_mass:megagm,MegaGM,Mg,Megagram,Final Or Current Vehicle Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/MegaGM
final_or_current_vehicle_mass:deciton_metric,DeciTON_Metric,dt,Metric DeciTON,Final Or Current Vehicle Mass,100,None,qudt.org,http://qudt.org/vocab/unit/DeciTON_Metric
final_or_current_vehicle_mass:kiloton_metric,KiloTON_Metric,kton{short},Metric KiloTON,Final Or Current Vehicle Mass,1000000,None,qudt.org,http://qudt.org/vocab/unit/KiloTON_Metric
final_or_current_vehicle_mass:ton_metric,TON_Metric,t,Metric Ton,Final Or Current Vehicle Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/TON_Metric
final_or_current_vehicle_mass:microgm,MicroGM,Î¼g,Microgram,Final Or Current Vehicle Mass,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MicroGM
final_or_current_vehicle_mass:milligm,MilliGM,mg,Milligram,Final Or Current Vehicle Mass,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliGM
final_or_current_vehicle_mass:nanogm,NanoGM,ng,Nanograms,Final Or Current Vehicle Mass,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/NanoGM
final_or_current_vehicle_mass:oz,OZ,oz,Ounce Mass,Final Or Current Vehicle Mass,0.02834952313,None,qudt.org,http://qudt.org/vocab/unit/OZ
final_or_current_vehicle_mass:oz_m,OZ_M,oz,Ounce Mass,Final Or Current Vehicle Mass,0.02834952313,None,qudt.org,http://qudt.org/vocab/unit/OZ_M
final_or_current_vehicle_mass:oz_troy,OZ_TROY,oz{Troy},Ounce Troy,Final Or Current Vehicle Mass,0.0311034768,None,qudt.org,http://qudt.org/vocab/unit/OZ_TROY
final_or_current_vehicle_mass:dwt,DWT,dwt,Penny Weight,Final Or Current Vehicle Mass,0.00155517384,None,qudt.org,http://qudt.org/vocab/unit/DWT
final_or_current_vehicle_mass:pennyweight,Pennyweight,dwt,Pennyweight,Final Or Current Vehicle Mass,0.001555174,None,qudt.org,http://qudt.org/vocab/unit/Pennyweight
final_or_current_vehicle_mass:picogm,PicoGM,pg,Picograms,Final Or Current Vehicle Mass,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/PicoGM
final_or_current_vehicle_mass:lb_m,LB_M,lbm,Pound Mass,Final Or Current Vehicle Mass,0.45359237,None,qudt.org,http://qudt.org/vocab/unit/LB_M
final_or_current_vehicle_mass:lb,LB,lbm,Pound Mass,Final Or Current Vehicle Mass,0.45359237,None,qudt.org,http://qudt.org/vocab/unit/LB
final_or_current_vehicle_mass:lb_t,LB_T,lbt,Pound Troy,Final Or Current Vehicle Mass,0.3732417216,None,qudt.org,http://qudt.org/vocab/unit/LB_T
final_or_current_vehicle_mass:quarter_uk,Quarter_UK,quarter,Quarter (UK),Final Or Current Vehicle Mass,12.70058636,None,qudt.org,http://qudt.org/vocab/unit/Quarter_UK
final_or_current_vehicle_mass:ton_short,TON_SHORT,ton{short},Short Ton,Final Or Current Vehicle Mass,907.18474,None,qudt.org,http://qudt.org/vocab/unit/TON_SHORT
final_or_current_vehicle_mass:slug,SLUG,slug,Slug,Final Or Current Vehicle Mass,14.593903,None,qudt.org,http://qudt.org/vocab/unit/SLUG
final_or_current_vehicle_mass:solarmass,SolarMass,S,Solar mass,Final Or Current Vehicle Mass,1.99E+30,None,qudt.org,http://qudt.org/vocab/unit/SolarMass
final_or_current_vehicle_mass:stone_uk,Stone_UK,st{UK},Stone (UK),Final Or Current Vehicle Mass,6.35029318,None,qudt.org,http://qudt.org/vocab/unit/Stone_UK
final_or_current_vehicle_mass:ton_uk,TON_UK,ton{UK},Ton (UK),Final Or Current Vehicle Mass,1016,None,qudt.org,http://qudt.org/vocab/unit/TON_UK
final_or_current_vehicle_mass:ton_us,TON_US,ton{US},Ton (US),Final Or Current Vehicle Mass,907.1847,None,qudt.org,http://qudt.org/vocab/unit/TON_US
final_or_current_vehicle_mass:tonne,TONNE,t,Tonne,Final Or Current Vehicle Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/TONNE
final_or_current_vehicle_mass:u,U,u,Unified Atomic Mass Unit,Final Or Current Vehicle Mass,1.66E-27,None,qudt.org,http://qudt.org/vocab/unit/U
final_or_current_vehicle_mass:kilogm,KiloGM,kg,kilogram,Final Or Current Vehicle Mass,1,None,qudt.org,http://qudt.org/vocab/unit/KiloGM
first_moment_of_area:ac-ft,AC-FT,ac⋅ft,Acre Foot,First Moment Of Area,1233.481838,None,qudt.org,http://qudt.org/vocab/unit/AC-FT
first_moment_of_area:bbl,BBL,bbl,Barrel,First Moment Of Area,None,None,qudt.org,http://qudt.org/vocab/unit/BBL
first_moment_of_area:bbl_uk_pet,BBL_UK_PET,bbl{UK petroleum},Barrel (UK Petroleum),First Moment Of Area,0.1591132,None,qudt.org,http://qudt.org/vocab/unit/BBL_UK_PET
first_moment_of_area:bbl_us,BBL_US,bbl{US petroleum},Barrel (US),First Moment Of Area,0.1589873,None,qudt.org,http://qudt.org/vocab/unit/BBL_US
first_moment_of_area:fbm,FBM,BDFT,Board Foot,First Moment Of Area,0.00236,None,qudt.org,http://qudt.org/vocab/unit/FBM
first_moment_of_area:angstrom3,ANGSTROM3,Å³,Cubic Angstrom,First Moment Of Area,1.00E-40,None,qudt.org,http://qudt.org/vocab/unit/ANGSTROM3
first_moment_of_area:decam3,DecaM3,dam³,Cubic Decametre,First Moment Of Area,1000,None,qudt.org,http://qudt.org/vocab/unit/DecaM3
first_moment_of_area:decim3,DeciM3,dm³,Cubic Decimetre,First Moment Of Area,0.001,None,qudt.org,http://qudt.org/vocab/unit/DeciM3
first_moment_of_area:ft3,FT3,ft³,Cubic Foot,First Moment Of Area,0.02831684659,None,qudt.org,http://qudt.org/vocab/unit/FT3
first_moment_of_area:in3,IN3,in³,Cubic Inch,First Moment Of Area,1.64E-05,None,qudt.org,http://qudt.org/vocab/unit/IN3
first_moment_of_area:mi3,MI3,mi³,Cubic Mile,First Moment Of Area,4168181830,None,qudt.org,http://qudt.org/vocab/unit/MI3
first_moment_of_area:millim3,MilliM3,mm³,Cubic Millimetre,First Moment Of Area,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MilliM3
first_moment_of_area:yd3,YD3,yd³,Cubic Yard,First Moment Of Area,0.764554858,None,qudt.org,http://qudt.org/vocab/unit/YD3
first_moment_of_area:microm3,MicroM3,µm³,Cubic micrometres (microns),First Moment Of Area,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/MicroM3
first_moment_of_area:decal,DecaL,daL,Decalitre,First Moment Of Area,0.01,None,qudt.org,http://qudt.org/vocab/unit/DecaL
first_moment_of_area:decil,DeciL,dL,Decilitre,First Moment Of Area,0.0001,None,qudt.org,http://qudt.org/vocab/unit/DeciL
first_moment_of_area:femtol,FemtoL,fL,Femtolitre,First Moment Of Area,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/FemtoL
first_moment_of_area:oz_vol_uk,OZ_VOL_UK,oz{UK},Fluid Ounce (UK),First Moment Of Area,2.84E-05,None,qudt.org,http://qudt.org/vocab/unit/OZ_VOL_UK
first_moment_of_area:gi_uk,GI_UK,gill{UK},Gill (UK),First Moment Of Area,0.0001420653,None,qudt.org,http://qudt.org/vocab/unit/GI_UK
first_moment_of_area:gi_us,GI_US,gill{US},Gill (US),First Moment Of Area,0.000118294125,None,qudt.org,http://qudt.org/vocab/unit/GI_US
first_moment_of_area:gt,GT,G.T.,Gross Tonnage,First Moment Of Area,0,None,qudt.org,http://qudt.org/vocab/unit/GT
first_moment_of_area:hectol,HectoL,hL,Hectolitre,First Moment Of Area,0.1,None,qudt.org,http://qudt.org/vocab/unit/HectoL
first_moment_of_area:pint,PINT,pt,Imperial Pint,First Moment Of Area,0.00056826125,None,qudt.org,http://qudt.org/vocab/unit/PINT
first_moment_of_area:kilol,KiloL,kL,Kilolitre,First Moment Of Area,1,None,qudt.org,http://qudt.org/vocab/unit/KiloL
first_moment_of_area:l,L,L,Litre,First Moment Of Area,0.001,None,qudt.org,http://qudt.org/vocab/unit/L
first_moment_of_area:megal,MegaL,ML,Megalitre,First Moment Of Area,1000,None,qudt.org,http://qudt.org/vocab/unit/MegaL
first_moment_of_area:microl,MicroL,Î¼L,Microlitre,First Moment Of Area,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MicroL
first_moment_of_area:millil,MilliL,mL,Millilitre,First Moment Of Area,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliL
first_moment_of_area:nanol,NanoL,nL,Nanolitre,First Moment Of Area,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/NanoL
first_moment_of_area:pk_uk,PK_UK,peck{UK},Peck (UK),First Moment Of Area,0.009092181,None,qudt.org,http://qudt.org/vocab/unit/PK_UK
first_moment_of_area:picol,PicoL,pL,Picolitre,First Moment Of Area,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/PicoL
first_moment_of_area:pint_uk,PINT_UK,pt{UK},Pint (UK),First Moment Of Area,0.0005682613,None,qudt.org,http://qudt.org/vocab/unit/PINT_UK
first_moment_of_area:qt_uk,QT_UK,qt{UK},Quart (UK),First Moment Of Area,0.0011365225,None,qudt.org,http://qudt.org/vocab/unit/QT_UK
first_moment_of_area:rt,RT,RT,Register Ton,First Moment Of Area,2.831684659,None,qudt.org,http://qudt.org/vocab/unit/RT
first_moment_of_area:standard,Standard,standard,Standard,First Moment Of Area,4.672,None,qudt.org,http://qudt.org/vocab/unit/Standard
first_moment_of_area:str,STR,st,Stere,First Moment Of Area,1,None,qudt.org,http://qudt.org/vocab/unit/STR
first_moment_of_area:tbsp,TBSP,tbsp,Tablespoon,First Moment Of Area,1.48E-05,None,qudt.org,http://qudt.org/vocab/unit/TBSP
first_moment_of_area:tsp,TSP,tsp,Teaspoon,First Moment Of Area,4.93E-06,None,qudt.org,http://qudt.org/vocab/unit/TSP
first_moment_of_area:kilo-ft3,Kilo-FT3,k.ft³,Thousand Cubic Foot,First Moment Of Area,28.31684659,None,qudt.org,http://qudt.org/vocab/unit/Kilo-FT3
first_moment_of_area:ton_shipping_us,TON_SHIPPING_US,MTON,Ton (US Shipping),First Moment Of Area,1.1326,None,qudt.org,http://qudt.org/vocab/unit/TON_SHIPPING_US
first_moment_of_area:qt_us,QT_US,qt,US Liquid Quart,First Moment Of Area,0.000946353,None,qudt.org,http://qudt.org/vocab/unit/QT_US
first_moment_of_area:centim3,CentiM3,cm³,cubic centimetre,First Moment Of Area,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/CentiM3
first_moment_of_area:m3,M3,m³,cubic metre,First Moment Of Area,1,None,qudt.org,http://qudt.org/vocab/unit/M3
first_stage_mass_ratio:femtogm-per-kilogm,FemtoGM-PER-KiloGM,fg/kg,Femtograms per kilogram,First Stage Mass Ratio,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/FemtoGM-PER-KiloGM
first_stage_mass_ratio:gm-per-gm,GM-PER-GM,g/g,Gram Per Gram,First Stage Mass Ratio,1,None,qudt.org,http://qudt.org/vocab/unit/GM-PER-GM
first_stage_mass_ratio:gm-per-kilogm,GM-PER-KiloGM,g/kg,Gram Per Kilogram,First Stage Mass Ratio,0.001,None,qudt.org,http://qudt.org/vocab/unit/GM-PER-KiloGM
first_stage_mass_ratio:kilogm-per-kilogm,KiloGM-PER-KiloGM,kg/kg,Kilogram Per Kilogram,First Stage Mass Ratio,1,None,qudt.org,http://qudt.org/vocab/unit/KiloGM-PER-KiloGM
first_stage_mass_ratio:microgm-per-kilogm,MicroGM-PER-KiloGM,Î¼g/kg,Microgram Per Kilogram,First Stage Mass Ratio,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MicroGM-PER-KiloGM
first_stage_mass_ratio:microgm-per-gm,MicroGM-PER-GM,µg/g,Micrograms per gram,First Stage Mass Ratio,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroGM-PER-GM
first_stage_mass_ratio:milligm-per-gm,MilliGM-PER-GM,mg/gm,Milligram Per Gram,First Stage Mass Ratio,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliGM-PER-GM
first_stage_mass_ratio:milligm-per-kilogm,MilliGM-PER-KiloGM,mg/kg,Milligram Per Kilogram,First Stage Mass Ratio,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM
first_stage_mass_ratio:nanogm-per-kilogm,NanoGM-PER-KiloGM,ng/Kg,Nanogram Per Kilogram,First Stage Mass Ratio,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/NanoGM-PER-KiloGM
first_stage_mass_ratio:picogm-per-gm,PicoGM-PER-GM,pg/g,Picograms per gram,First Stage Mass Ratio,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoGM-PER-GM
first_stage_mass_ratio:picogm-per-kilogm,PicoGM-PER-KiloGM,pg/kg,Picograms per kilogram,First Stage Mass Ratio,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/PicoGM-PER-KiloGM
fish_biotransformation_half_life:day,DAY,day,Day,Fish Biotransformation Half Life,86400,None,qudt.org,http://qudt.org/vocab/unit/DAY
fission_fuel_utilization_factor:decade,DECADE,dec,Dec,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/DECADE
fission_fuel_utilization_factor:susceptibility_elec,SUSCEPTIBILITY_ELEC,Ï,Electric Susceptibility Unit,Fission Fuel Utilization Factor,1,None,qudt.org,http://qudt.org/vocab/unit/SUSCEPTIBILITY_ELEC
fission_fuel_utilization_factor:flight,Flight,flight,Flight,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/Flight
fission_fuel_utilization_factor:gigabasepair,GigaBasePair,Gbp,Gigabase Pair,Fission Fuel Utilization Factor,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaBasePair
fission_fuel_utilization_factor:heartbeat,HeartBeat,,Heart Beat,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/HeartBeat
fission_fuel_utilization_factor:susceptibility_mag,SUSCEPTIBILITY_MAG,Ï,Magnetic Susceptibility Unit,Fission Fuel Utilization Factor,1,None,qudt.org,http://qudt.org/vocab/unit/SUSCEPTIBILITY_MAG
fission_fuel_utilization_factor:np,NP,Np,Neper,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/NP
fission_fuel_utilization_factor:num,NUM,#,Number,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/NUM
fission_fuel_utilization_factor:oct,OCT,oct,Oct,Fission Fuel Utilization Factor,None,None,qudt.org,http://qudt.org/vocab/unit/OCT
